Genome,SRA ID,PATRIC ID,Antibiotic,Actual MIC,Predicted MIC
KPN703,SRR5387003,573.14331,Cefoxitin,8,8.0
KPN703,SRR5387003,573.14331,Imipenem,<=1,1.0
KPN703,SRR5387003,573.14331,Piperacillin/Tazobactam,>64/4,32.0
KPN704,SRR5387002,573.14332,Ciprofloxacin,>2,4.0
KPN704,SRR5387002,573.14332,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN705,SRR5387001,573.14333,Cefazolin,>16,32.0
KPN705,SRR5387001,573.14333,Cefoxitin,16,16.0
KPN705,SRR5387001,573.14333,Ceftriaxone,>32,64.0
KPN707,SRR5386999,573.14334,Ceftazidime,>16,8.0
KPN707,SRR5386999,573.14334,Ciprofloxacin,<=0.5,4.0
KPN708,SRR5386998,573.14335,Amikacin,<=8,16.0
KPN708,SRR5386998,573.14335,Cefuroxime sodium,>16,32.0
KPN709,SRR5386997,573.14336,Ampicillin/Sulbactam,>16/8,32.0
KPN709,SRR5386997,573.14336,Cefoxitin,>16,16.0
KPN709,SRR5386997,573.14336,Gentamicin,8,4.0
KPN711,SRR5386995,573.14337,Aztreonam,>16,16.0
KPN711,SRR5386995,573.14337,Gentamicin,<=2,2.0
KPN714,SRR5386600,573.14340,Ampicillin,>16,32.0
KPN714,SRR5386600,573.14340,Meropenem,<=1,1.0
KPN716,SRR5386597,573.14342,Levofloxacin,>4,8.0
KPN717,SRR5386596,573.14343,Cefazolin,>16,32.0
KPN717,SRR5386596,573.14343,Imipenem,<=1,1.0
KPN718,SRR5386595,573.14344,Cefepime,>16,16.0
KPN718,SRR5386595,573.14344,Cefoxitin,<=4,8.0
KPN718,SRR5386595,573.14344,Ceftriaxone,>32,64.0
KPN718,SRR5386595,573.14344,Ciprofloxacin,>2,4.0
KPN718,SRR5386595,573.14344,Tetracycline,>8,16.0
KPN719,SRR5386594,573.14345,Amikacin,<=8,16.0
KPN719,SRR5386594,573.14345,Ceftazidime,>16,32.0
KPN719,SRR5386594,573.14345,Cefuroxime sodium,>16,32.0
KPN719,SRR5386594,573.14345,Piperacillin/Tazobactam,64/4,64.0
KPN719,SRR5386594,573.14345,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN720,SRR5386593,573.14346,Gentamicin,>8,16.0
KPN721,SRR5386592,573.14347,Ampicillin/Sulbactam,>16/8,32.0
KPN721,SRR5386592,573.14347,Aztreonam,>16,32.0
KPN724,SRR5386589,573.14350,Ampicillin,>16,32.0
KPN724,SRR5386589,573.14350,Tobramycin,>8,16.0
KPN725,SRR5386588,573.14351,Tobramycin,<=2,2.0
KPN727,SRR5386587,573.14352,Cefepime,<=1,16.0
KPN727,SRR5386587,573.14352,Piperacillin/Tazobactam,>64/4,128.0
KPN728,SRR5386586,573.14354,Cefazolin,>16,32.0
KPN728,SRR5386586,573.14354,Levofloxacin,>4,8.0
KPN729,SRR5386585,573.14353,Ceftriaxone,>32,64.0
KPN729,SRR5386585,573.14353,Ciprofloxacin,>2,4.0
KPN731,SRR5386584,573.14355,Cefoxitin,>16,32.0
KPN731,SRR5386584,573.14355,Ceftazidime,>16,32.0
KPN731,SRR5386584,573.14355,Cefuroxime sodium,>16,32.0
KPN731,SRR5386584,573.14355,Meropenem,<=1,1.0
KPN731,SRR5386584,573.14355,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN733,SRR5386582,573.14356,Imipenem,<=1,1.0
KPN733,SRR5386582,573.14356,Nitrofurantoin,>64,128.0
KPN733,SRR5386582,573.14356,Tobramycin,8,8.0
KPN734,SRR5386581,573.14357,Ampicillin/Sulbactam,>16/8,32.0
KPN734,SRR5386581,573.14357,Aztreonam,>16,32.0
KPN734,SRR5386581,573.14357,Tetracycline,>8,8.0
KPN735,SRR5386580,573.14358,Amikacin,32,16.0
KPN736,SRR5386579,573.14359,Amikacin,<=8,16.0
KPN736,SRR5386579,573.14359,Cefepime,>16,16.0
KPN737,SRR5386578,573.14360,Ampicillin,>16,32.0
KPN737,SRR5386578,573.14360,Meropenem,>8,16.0
KPN740,SRR5386575,573.14362,Gentamicin,>8,16.0
KPN740,SRR5386575,573.14362,Imipenem,>8,16.0
KPN741,SRR5386574,573.14363,Cefazolin,>16,32.0
KPN741,SRR5386574,573.14363,Cefepime,16,16.0
KPN742,SRR5386573,573.14364,Ceftriaxone,>32,64.0
KPN742,SRR5386573,573.14364,Ciprofloxacin,>2,4.0
KPN742,SRR5386573,573.14364,Levofloxacin,>4,8.0
KPN742,SRR5386573,573.14364,Piperacillin/Tazobactam,>64/4,128.0
KPN742,SRR5386573,573.14364,Tetracycline,4,4.0
KPN744,SRR5386572,573.14365,Cefuroxime sodium,>16,16.0
KPN745,SRR5386571,573.14366,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN747,SRR5386569,573.14367,Ceftazidime,>16,32.0
KPN748,SRR5386568,573.14368,Aztreonam,>16,32.0
KPN748,SRR5386568,573.14368,Cefoxitin,>16,32.0
KPN749,SRR5386567,573.14369,Ampicillin/Sulbactam,>16/8,32.0
KPN749,SRR5386567,573.14369,Gentamicin,<=2,2.0
KPN752,SRR5386563,573.14371,Ampicillin,>16,32.0
KPN753,SRR5386562,573.14372,Meropenem,<=1,1.0
KPN753,SRR5386562,573.14372,Piperacillin/Tazobactam,4/4,32.0
KPN754,SRR5386561,573.14373,Imipenem,<=1,2.0
KPN755,SRR5386560,573.14374,Tobramycin,>8,16.0
KPN756,SRR5386559,573.14375,Amikacin,<=8,16.0
KPN756,SRR5386559,573.14375,Cefazolin,>16,32.0
KPN756,SRR5386559,573.14375,Cefepime,>16,16.0
KPN759,SRR5386556,573.14377,Ceftriaxone,>32,64.0
KPN759,SRR5386556,573.14377,Cefuroxime sodium,>16,32.0
KPN759,SRR5386556,573.14377,Ciprofloxacin,>2,4.0
KPN759,SRR5386556,573.14377,Levofloxacin,>4,8.0
KPN760,SRR5386555,573.14378,Amikacin,>32,32.0
KPN760,SRR5386555,573.14378,Nitrofurantoin,>64,128.0
KPN762,SRR5386553,573.14379,Aztreonam,>16,32.0
KPN762,SRR5386553,573.14379,Ceftazidime,>16,32.0
KPN762,SRR5386553,573.14379,Tetracycline,>8,16.0
KPN763,SRR5386552,573.14380,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN765,SRR5386550,573.14381,Ampicillin,>16,32.0
KPN766,SRR5386549,573.14382,Ampicillin/Sulbactam,>16/8,32.0
KPN768,SRR5386548,573.14383,Tobramycin,<=2,4.0
KPN769,SRR5386547,573.14384,Cefoxitin,16,16.0
KPN770,SRR5386546,573.14385,Cefazolin,>16,32.0
KPN770,SRR5386546,573.14385,Meropenem,8,8.0
KPN770,SRR5386546,573.14385,Piperacillin/Tazobactam,>64/4,128.0
KPN772,SRR5386544,573.14386,Cefuroxime sodium,>16,32.0
KPN773,SRR5386543,573.14388,Cefoxitin,>16,32.0
KPN773,SRR5386543,573.14388,Ciprofloxacin,>2,4.0
KPN773,SRR5386543,573.14388,Gentamicin,<=2,4.0
KPN773,SRR5386543,573.14388,Imipenem,8,8.0
KPN773,SRR5386543,573.14388,Levofloxacin,>4,8.0
KPN775,SRR5386542,573.14389,Amikacin,<=8,8.0
KPN775,SRR5386542,573.14389,Ceftriaxone,>32,64.0
KPN775,SRR5386542,573.14389,Meropenem,<=1,1.0
KPN777,SRR5386541,573.14390,Aztreonam,>16,32.0
KPN777,SRR5386541,573.14390,Ceftazidime,>16,32.0
KPN778,SRR5386540,573.14391,Ampicillin,>16,32.0
KPN778,SRR5386540,573.14391,Imipenem,<=1,1.0
KPN781,SRR5386538,573.14393,Ampicillin/Sulbactam,>16/8,32.0
KPN781,SRR5386538,573.14393,Cefepime,>16,8.0
KPN781,SRR5386538,573.14393,Gentamicin,>8,16.0
KPN783,SRR5386536,573.14395,Tetracycline,4,4.0
KPN783,SRR5386536,573.14395,Tobramycin,8,16.0
KPN783,SRR5386536,573.14395,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN785,SRR5386535,573.14396,Cefazolin,>16,32.0
KPN786,SRR5386534,573.14397,Cefuroxime sodium,>16,32.0
KPN786,SRR5386534,573.14397,Ciprofloxacin,2,4.0
KPN786,SRR5386534,573.14397,Piperacillin/Tazobactam,8/4,32.0
KPN786,SRR5386534,573.14397,Tetracycline,>8,16.0
KPN786,SRR5386534,573.14397,Tobramycin,>8,16.0
KPN788,SRR5386532,573.14398,Trimethoprim/Sulfamethoxazole,<=0.5/9,0.5
KPN790,SRR5386530,573.14399,Ciprofloxacin,>2,4.0
KPN790,SRR5386530,573.14399,Levofloxacin,>4,8.0
KPN790,SRR5386530,573.14399,Meropenem,>8,16.0
KPN792,SRR5386529,573.14400,Aztreonam,>16,32.0
KPN792,SRR5386529,573.14400,Ceftriaxone,>32,32.0
KPN793,SRR5386528,573.14401,Ampicillin,>16,32.0
KPN793,SRR5386528,573.14401,Ceftazidime,>16,32.0
KPN793,SRR5386528,573.14401,Piperacillin/Tazobactam,>64/4,128.0
KPN796,SRR5386525,573.14403,Ampicillin/Sulbactam,>16/8,32.0
KPN796,SRR5386525,573.14403,Cefepime,<=1,8.0
KPN796,SRR5386525,573.14403,Cefoxitin,8,8.0
KPN797,SRR5386524,573.14404,Amikacin,<=8,8.0
KPN797,SRR5386524,573.14404,Meropenem,<=1,1.0
KPN800,SRR5386522,573.14407,Cefazolin,>16,32.0
KPN801,SRR5386521,573.14405,Cefoxitin,>16,16.0
KPN801,SRR5386521,573.14405,Cefuroxime sodium,>16,32.0
KPN801,SRR5386521,573.14405,Imipenem,<=1,2.0
KPN802,SRR5386520,573.14408,Levofloxacin,<=1,1.0
KPN803,SRR5386519,573.14409,Cefepime,4,8.0
KPN803,SRR5386519,573.14409,Ciprofloxacin,>2,4.0
KPN803,SRR5386519,573.14409,Nitrofurantoin,>64,128.0
KPN807,SRR5386516,573.14410,Cefoxitin,<=4,8.0
KPN807,SRR5386516,573.14410,Gentamicin,>8,8.0
KPN807,SRR5386516,573.14410,Trimethoprim/Sulfamethoxazole,>2/38,1.0
KPN809,SRR5386515,573.14411,Ampicillin,>16,32.0
KPN809,SRR5386515,573.14411,Ceftazidime,4,8.0
KPN809,SRR5386515,573.14411,Ceftriaxone,>32,32.0
KPN809,SRR5386515,573.14411,Gentamicin,<=2,2.0
KPN811,SRR5386513,573.14413,Cefepime,>16,16.0
KPN811,SRR5386513,573.14413,Ceftazidime,>16,32.0
KPN811,SRR5386513,573.14413,Levofloxacin,>4,8.0
KPN814,SRR5386511,573.14415,Ampicillin/Sulbactam,>16/8,32.0
KPN816,SRR5386509,573.14416,Amikacin,<=8,16.0
KPN816,SRR5386509,573.14416,Aztreonam,>16,32.0
KPN816,SRR5386509,573.14416,Piperacillin/Tazobactam,64/4,64.0
KPN817,SRR5386508,573.14417,Cefazolin,>16,32.0
KPN817,SRR5386508,573.14417,Imipenem,>8,2.0
KPN817,SRR5386508,573.14417,Tetracycline,>8,16.0
KPN817,SRR5386508,573.14417,Tobramycin,>8,8.0
KPN818,SRR5386507,573.14418,Cefuroxime sodium,>16,32.0
KPN821,SRR5386504,573.14420,Meropenem,<=1,1.0
KPN821,SRR5386504,573.14420,Piperacillin/Tazobactam,>64/4,32.0
KPN822,SRR5386503,573.14421,Imipenem,<=1,1.0
KPN822,SRR5386503,573.14421,Piperacillin/Tazobactam,32/4,32.0
KPN823,SRR5386502,573.14422,Ampicillin,>16,32.0
KPN823,SRR5386502,573.14422,Ciprofloxacin,>2,4.0
KPN823,SRR5386502,573.14422,Tetracycline,<=2,4.0
KPN824,SRR5386501,573.14423,Ceftriaxone,>32,64.0
KPN825,SRR5386500,573.14424,Piperacillin/Tazobactam,16/4,64.0
KPN825,SRR5386500,573.14424,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN826,SRR5386499,573.14425,Ceftazidime,>16,32.0
KPN828,SRR5386498,573.14426,Ampicillin/Sulbactam,>16/8,32.0
KPN828,SRR5386498,573.14426,Levofloxacin,>4,8.0
KPN830,SRR5386497,573.14427,Cefazolin,>16,32.0
KPN830,SRR5386497,573.14427,Tobramycin,8,8.0
KPN831,SRR5386496,573.14428,Aztreonam,16,16.0
KPN831,SRR5386496,573.14428,Cefuroxime sodium,>16,32.0
KPN832,SRR5386495,573.14429,Amikacin,<=8,8.0
KPN835,SRR5386492,573.14430,Gentamicin,>8,16.0
KPN835,SRR5386492,573.14430,Meropenem,>8,4.0
KPN836,SRR5386491,573.14431,Aztreonam,>16,16.0
KPN836,SRR5386491,573.14431,Cefepime,>16,8.0
KPN836,SRR5386491,573.14431,Cefoxitin,>16,16.0
KPN837,SRR5386490,573.14432,Ampicillin,>16,32.0
KPN838,SRR5386489,573.14433,Tetracycline,4,8.0
KPN839,SRR5386488,573.14434,Ceftriaxone,>32,64.0
KPN839,SRR5386488,573.14434,Ciprofloxacin,>2,4.0
KPN839,SRR5386488,573.14434,Gentamicin,4,4.0
KPN839,SRR5386488,573.14434,Meropenem,4,8.0
KPN840,SRR5386487,573.14435,Ceftazidime,16,16.0
KPN840,SRR5386487,573.14435,Nitrofurantoin,>64,128.0
KPN840,SRR5386487,573.14435,Tetracycline,>8,16.0
KPN840,SRR5386487,573.14435,Tobramycin,<=2,8.0
KPN841,SRR5386486,573.14436,Ampicillin/Sulbactam,>16/8,32.0
KPN841,SRR5386486,573.14436,Piperacillin/Tazobactam,>64/4,64.0
KPN843,SRR5386485,573.14437,Cefazolin,>16,32.0
KPN843,SRR5386485,573.14437,Gentamicin,<=2,2.0
KPN844,SRR5386484,573.14438,Cefuroxime sodium,>16,32.0
KPN844,SRR5386484,573.14438,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN848,SRR5386481,573.14440,Ampicillin/Sulbactam,16/8,16.0
KPN848,SRR5386481,573.14440,Ceftazidime,>16,8.0
KPN848,SRR5386481,573.14440,Meropenem,<=1,2.0
KPN849,SRR5386480,573.14439,Imipenem,<=1,8.0
KPN850,SRR5386479,573.14441,Aztreonam,>16,32.0
KPN850,SRR5386479,573.14441,Ceftriaxone,32,32.0
KPN850,SRR5386479,573.14441,Tobramycin,>8,16.0
KPN852,SRR5386478,573.14442,Amikacin,<=8,8.0
KPN852,SRR5386478,573.14442,Ampicillin,>16,32.0
KPN852,SRR5386478,573.14442,Levofloxacin,>4,8.0
KPN853,SRR5386477,573.14443,Levofloxacin,<=1,2.0
KPN857,SRR5386475,573.14445,Cefoxitin,<=4,8.0
KPN858,SRR5386474,573.14446,Cefepime,<=1,8.0
KPN858,SRR5386474,573.14446,Ceftriaxone,>32,64.0
KPN858,SRR5386474,573.14446,Ciprofloxacin,>2,4.0
KPN858,SRR5386474,573.14446,Tetracycline,8,8.0
KPN860,SRR5386472,573.14447,Ampicillin/Sulbactam,>16/8,32.0
KPN860,SRR5386472,573.14447,Cefazolin,>16,32.0
KPN863,SRR5386469,573.14448,Cefoxitin,16,16.0
KPN863,SRR5386469,573.14448,Cefuroxime sodium,>16,32.0
KPN864,SRR5386468,573.14449,Amikacin,32,16.0
KPN865,SRR5386467,573.14450,Ceftazidime,>16,16.0
KPN866,SRR5386466,573.14451,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN867,SRR5386465,573.14452,Ampicillin,>16,32.0
KPN867,SRR5386465,573.14452,Cefoxitin,>16,16.0
KPN867,SRR5386465,573.14452,Imipenem,>8,16.0
KPN868,SRR5386464,573.14453,Ceftazidime,<=0.5,16.0
KPN868,SRR5386464,573.14453,Ceftriaxone,<=2,64.0
KPN868,SRR5386464,573.14453,Meropenem,<=1,1.0
KPN870,SRR5386462,573.14455,Gentamicin,>8,16.0
KPN870,SRR5386462,573.14455,Levofloxacin,>4,8.0
KPN870,SRR5386462,573.14455,Piperacillin/Tazobactam,>64/4,128.0
KPN871,SRR5386461,573.14454,Amikacin,<=8,8.0
KPN871,SRR5386461,573.14454,Imipenem,<=1,1.0
KPN874,SRR5386459,573.14456,Aztreonam,>16,32.0
KPN874,SRR5386459,573.14456,Meropenem,>8,16.0
KPN875,SRR5385933,573.14457,Ampicillin/Sulbactam,>16/8,32.0
KPN875,SRR5385933,573.14457,Cefazolin,>16,32.0
KPN875,SRR5385933,573.14457,Ciprofloxacin,>2,4.0
KPN876,SRR5385932,573.14458,Ceftriaxone,>32,64.0
KPN876,SRR5385932,573.14458,Cefuroxime sodium,>16,32.0
KPN876,SRR5385932,573.14458,Nitrofurantoin,>64,128.0
KPN876,SRR5385932,573.14458,Tetracycline,>8,16.0
KPN877,SRR5385931,573.14459,Tobramycin,<=2,4.0
KPN880,SRR5385928,573.14462,Ampicillin,>16,32.0
KPN880,SRR5385928,573.14462,Ceftazidime,>16,32.0
KPN880,SRR5385928,573.14462,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN882,SRR5385926,573.14464,Cefepime,>16,16.0
KPN886,SRR5385924,573.14466,Levofloxacin,>4,8.0
KPN887,SRR5385923,573.14467,Aztreonam,>16,16.0
KPN887,SRR5385923,573.14467,Cefazolin,>16,32.0
KPN888,SRR5385922,573.14468,Ampicillin/Sulbactam,>16/8,32.0
KPN888,SRR5385922,573.14468,Cefuroxime sodium,>16,32.0
KPN888,SRR5385922,573.14468,Ciprofloxacin,>2,4.0
KPN888,SRR5385922,573.14468,Gentamicin,<=2,2.0
KPN888,SRR5385922,573.14468,Meropenem,<=1,1.0
KPN888,SRR5385922,573.14468,Tobramycin,8,8.0
KPN891,SRR5385919,573.14470,Amikacin,<=8,8.0
KPN891,SRR5385919,573.14470,Cefoxitin,>16,16.0
KPN891,SRR5385919,573.14470,Ceftriaxone,>32,64.0
KPN891,SRR5385919,573.14470,Imipenem,<=1,1.0
KPN891,SRR5385919,573.14470,Piperacillin/Tazobactam,>64/4,128.0
KPN893,SRR5385917,573.14472,Ampicillin,>16,32.0
KPN893,SRR5385917,573.14472,Tetracycline,4,8.0
KPN894,SRR5385916,573.14473,Cefoxitin,8,16.0
KPN894,SRR5385916,573.14473,Ceftazidime,>16,32.0
KPN896,SRR5385914,573.14475,Amikacin,16,16.0
KPN896,SRR5385914,573.14475,Tobramycin,>8,16.0
KPN896,SRR5385914,573.14475,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN900,SRR5385910,573.14477,Cefepime,16,16.0
KPN900,SRR5385910,573.14477,Levofloxacin,>4,8.0
KPN902,SRR5385909,573.14478,Cefazolin,>16,32.0
KPN902,SRR5385909,573.14478,Gentamicin,>8,16.0
KPN902,SRR5385909,573.14478,Nitrofurantoin,>64,128.0
KPN902,SRR5385909,573.14478,Tetracycline,>8,16.0
KPN902,SRR5385909,573.14478,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN903,SRR5385908,573.14479,Aztreonam,<=2,8.0
KPN903,SRR5385908,573.14479,Cefuroxime sodium,>16,16.0
KPN903,SRR5385908,573.14479,Nitrofurantoin,64,64.0
KPN904,SRR5385907,573.14480,Ampicillin/Sulbactam,>16/8,32.0
KPN904,SRR5385907,573.14480,Aztreonam,>16,32.0
KPN904,SRR5385907,573.14480,Ciprofloxacin,>2,4.0
KPN904,SRR5385907,573.14480,Imipenem,>8,8.0
KPN906,SRR5385906,573.14481,Ceftriaxone,>32,64.0
KPN908,SRR5385904,573.14483,Ampicillin,>16,32.0
KPN909,SRR5385903,573.14485,Meropenem,>8,8.0
KPN911,SRR5385901,573.14484,Piperacillin/Tazobactam,>64/4,32.0
KPN912,SRR5385900,573.14486,Cefepime,4,8.0
KPN912,SRR5385900,573.14486,Cefoxitin,>16,16.0
KPN912,SRR5385900,573.14486,Ceftazidime,>16,32.0
KPN913,SRR5385899,573.14487,Amikacin,<=8,8.0
KPN913,SRR5385899,573.14487,Meropenem,<=1,1.0
KPN914,SRR5385898,573.14488,Cefazolin,>16,32.0
KPN914,SRR5385898,573.14488,Gentamicin,<=2,2.0
KPN914,SRR5385898,573.14488,Imipenem,<=1,1.0
KPN914,SRR5385898,573.14488,Levofloxacin,>4,8.0
KPN914,SRR5385898,573.14488,Piperacillin/Tazobactam,8/4,32.0
KPN914,SRR5385898,573.14488,Tobramycin,<=2,2.0
KPN915,SRR5385897,573.14489,Cefuroxime sodium,>16,32.0
KPN916,SRR5385896,573.14490,Ampicillin/Sulbactam,>16/8,32.0
KPN916,SRR5385896,573.14490,Ciprofloxacin,>2,4.0
KPN918,SRR5385895,573.14491,Aztreonam,>16,32.0
KPN918,SRR5385895,573.14491,Cefepime,>16,16.0
KPN918,SRR5385895,573.14491,Ceftriaxone,>32,64.0
KPN919,SRR5385894,573.14492,Cefepime,<=1,8.0
KPN921,SRR5385892,573.14493,Ampicillin,>16,32.0
KPN921,SRR5385892,573.14493,Cefoxitin,<=4,8.0
KPN922,SRR5385891,573.14494,Nitrofurantoin,>64,128.0
KPN922,SRR5385891,573.14494,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN924,SRR5385889,573.14496,Gentamicin,4,4.0
KPN924,SRR5385889,573.14496,Tetracycline,4,4.0
KPN925,SRR5385888,573.14497,Ceftazidime,>16,32.0
KPN926,SRR5385887,573.14498,Cefazolin,>16,32.0
KPN927,SRR5385886,573.14499,Piperacillin/Tazobactam,>64/4,32.0
KPN928,SRR5385885,573.14500,Amikacin,<=8,8.0
KPN928,SRR5385885,573.14500,Ampicillin/Sulbactam,>16/8,32.0
KPN928,SRR5385885,573.14500,Cefuroxime sodium,>16,32.0
KPN928,SRR5385885,573.14500,Levofloxacin,>4,8.0
KPN930,SRR5385883,573.14502,Aztreonam,4,32.0
KPN930,SRR5385883,573.14502,Ciprofloxacin,>2,4.0
KPN931,SRR5385882,573.14503,Ampicillin,>16,32.0
KPN931,SRR5385882,573.14503,Ceftriaxone,>32,64.0
KPN931,SRR5385882,573.14503,Meropenem,<=1,4.0
KPN933,SRR5385880,573.14504,Aztreonam,>16,32.0
KPN933,SRR5385880,573.14504,Tobramycin,8,4.0
KPN934,SRR5385879,573.14505,Imipenem,<=1,1.0
KPN934,SRR5385879,573.14505,Tetracycline,>8,16.0
KPN934,SRR5385879,573.14505,Tobramycin,>8,8.0
KPN935,SRR5385878,573.14506,Ceftazidime,8,16.0
KPN935,SRR5385878,573.14506,Piperacillin/Tazobactam,32/4,32.0
KPN935,SRR5385878,573.14506,Trimethoprim/Sulfamethoxazole,>2/38,2.0
KPN940,SRR5385873,573.14508,Cefazolin,>16,32.0
KPN940,SRR5385873,573.14508,Gentamicin,>8,16.0
KPN941,SRR5385872,573.14509,Ceftazidime,>16,32.0
KPN942,SRR5385871,573.14510,Ampicillin/Sulbactam,>16/8,32.0
KPN942,SRR5385871,573.14510,Cefuroxime sodium,>16,32.0
KPN943,SRR5385870,573.14511,Gentamicin,<=2,2.0
KPN944,SRR5385869,573.14512,Cefoxitin,>16,32.0
KPN944,SRR5385869,573.14512,Ciprofloxacin,>2,4.0
KPN944,SRR5385869,573.14512,Imipenem,>8,8.0
KPN944,SRR5385869,573.14512,Levofloxacin,>4,8.0
KPN945,SRR5385868,573.14513,Amikacin,<=8,8.0
KPN945,SRR5385868,573.14513,Ampicillin,>16,32.0
KPN945,SRR5385868,573.14513,Ceftriaxone,>32,64.0
KPN945,SRR5385868,573.14513,Piperacillin/Tazobactam,>64/4,128.0
KPN947,SRR5385866,573.14515,Levofloxacin,<=1,1.0
KPN948,SRR5385865,573.14516,Aztreonam,>16,32.0
KPN948,SRR5385865,573.14516,Imipenem,8,8.0
KPN950,SRR5385864,573.14517,Cefepime,>16,8.0
KPN950,SRR5385864,573.14517,Meropenem,>8,16.0
KPN951,SRR5385863,573.14519,Cefazolin,>16,32.0
KPN952,SRR5385862,573.14518,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN953,SRR5385861,573.14520,Ampicillin/Sulbactam,>16/8,32.0
KPN953,SRR5385861,573.14520,Ceftazidime,>16,32.0
KPN953,SRR5385861,573.14520,Cefuroxime sodium,>16,32.0
KPN953,SRR5385861,573.14520,Nitrofurantoin,>64,128.0
KPN954,SRR5385860,573.14521,Tetracycline,4,4.0
KPN956,SRR5385858,573.14522,Cefoxitin,<=4,16.0
KPN956,SRR5385858,573.14522,Ciprofloxacin,>2,4.0
KPN956,SRR5385858,573.14522,Meropenem,<=1,1.0
KPN956,SRR5385858,573.14522,Trimethoprim/Sulfamethoxazole,<=0.5/9,1.0
KPN957,SRR5385857,573.14523,Amikacin,>32,32.0
KPN957,SRR5385857,573.14523,Ampicillin,>16,32.0
KPN957,SRR5385857,573.14523,Ceftriaxone,>32,64.0
KPN957,SRR5385857,573.14523,Gentamicin,>8,16.0
KPN958,SRR5385856,573.14524,Amikacin,32,16.0
KPN958,SRR5385856,573.14524,Tobramycin,>8,16.0
KPN959,SRR5385855,573.14525,Imipenem,<=1,1.0
KPN959,SRR5385855,573.14525,Levofloxacin,>4,8.0
KPN959,SRR5385855,573.14525,Tetracycline,8,8.0
KPN960,SRR5385854,573.14526,Amikacin,<=8,8.0
KPN960,SRR5385854,573.14526,Aztreonam,>16,32.0
KPN960,SRR5385854,573.14526,Piperacillin/Tazobactam,>64/4,128.0
KPN963,SRR5385851,573.14528,Cefazolin,>16,32.0
KPN963,SRR5385851,573.14528,Tetracycline,>8,4.0
KPN965,SRR5385849,573.14529,Cefoxitin,>16,16.0
KPN966,SRR5385848,573.14530,Ampicillin/Sulbactam,>16/8,32.0
KPN966,SRR5385848,573.14530,Cefuroxime sodium,>16,32.0
KPN966,SRR5385848,573.14530,Tobramycin,<=2,4.0
KPN967,SRR5385847,573.14531,Ceftazidime,>16,32.0
KPN967,SRR5385847,573.14531,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN968,SRR5385846,573.14532,Ciprofloxacin,>2,4.0
KPN973,SRR5385843,573.14533,Ampicillin,>16,32.0
KPN973,SRR5385843,573.14533,Cefepime,<=1,16.0
KPN974,SRR5385842,573.14534,Ceftriaxone,>32,64.0
KPN974,SRR5385842,573.14534,Tetracycline,<=2,4.0
KPN977,SRR5385839,573.14536,Aztreonam,>16,32.0
KPN977,SRR5385839,573.14536,Cefoxitin,8,16.0
KPN977,SRR5385839,573.14536,Levofloxacin,>4,8.0
KPN977,SRR5385839,573.14536,Meropenem,<=1,1.0
KPN980,SRR5385837,573.14538,Cefazolin,>16,32.0
KPN980,SRR5385837,573.14538,Piperacillin/Tazobactam,>64/4,64.0
KPN981,SRR5385836,573.14539,Gentamicin,>8,16.0
KPN981,SRR5385836,573.14539,Imipenem,<=1,1.0
KPN982,SRR5385835,573.14540,Cefuroxime sodium,>16,32.0
KPN982,SRR5385835,573.14540,Nitrofurantoin,>64,128.0
KPN982,SRR5385835,573.14540,Trimethoprim/Sulfamethoxazole,1/19,1.0
KPN983,SRR5385834,573.14541,Amikacin,<=8,8.0
KPN983,SRR5385834,573.14541,Ampicillin/Sulbactam,>16/8,32.0
KPN983,SRR5385834,573.14541,Cefepime,>16,8.0
KPN983,SRR5385834,573.14541,Ceftazidime,>16,32.0
KPN984,SRR5385833,573.14542,Ciprofloxacin,>2,4.0
KPN984,SRR5385833,573.14542,Tobramycin,>8,16.0
KPN986,SRR5385832,573.14543,Ampicillin,>16,32.0
KPN986,SRR5385832,573.14543,Gentamicin,<=2,2.0
KPN988,SRR5385831,573.14544,Ceftriaxone,>32,64.0
KPN989,SRR5385830,573.14545,Tetracycline,4,4.0
KPN989,SRR5385830,573.14545,Trimethoprim/Sulfamethoxazole,>2/38,4.0
KPN990,SRR5385829,573.14546,Cefepime,16,16.0
KPN994,SRR5385826,573.14547,Aztreonam,>16,32.0
KPN994,SRR5385826,573.14547,Imipenem,>8,8.0
KPN995,SRR5385825,573.14548,Cefazolin,>16,32.0
KPN995,SRR5385825,573.14548,Levofloxacin,>4,8.0
KPN995,SRR5385825,573.14548,Tobramycin,8,8.0
